240904171126604 Main.main()	INFO: Textos de Don Quijote: 
240904171126647 Main.main()	INFO:  (46 caracteres) : hubiesen curado, no dejaría de tener el rostro
240904171126647 Main.main()	INFO:  (16 caracteres) : y todo el cuerpo
240904171126647 Main.main()	INFO:  (44 caracteres) : lleno de cicatrices y señales; pero con todo
240904171126648 Main.main()	INFO:  (25 caracteres) : alababa en su autor aquel
240904171126648 Main.main()	INFO:  (19 caracteres) : acabar su libro con
240904171126648 Main.main()	INFO:  (60 caracteres) : la promesa de aquella inacabable aventura, y muchas veces le
240904171126649 Main.main()	INFO:  (22 caracteres) : vino deseo de tomar la
240904171126649 Main.main()	INFO:  (31 caracteres) : pluma, y darle fin al pie de la
240904171126649 Main.main()	INFO:  (38 caracteres) : letra como allí se promete; y sin duda
240904171126650 Main.main()	INFO:  (32 caracteres) : alguna lo hiciera, y aun saliera
240904171126650 Main.main()	INFO:  (18 caracteres) : con ello, si otros
240904171126650 Main.main()	INFO:  (53 caracteres) : mayores y continuos pensamientos no se lo estorbaran.
240904171126651 Main.main()	INFO: MODA de longitud de palabras Don Quijote: 63
240904171126652 Main.main()	INFO: Textos de Los Mosqueteros: 
240904171126652 Main.main()	INFO:  (26 caracteres) : El primer lunes del mes de
240904171126653 Main.main()	INFO:  (48 caracteres) : abril de 1625, el burgo de Meung, donde nació el
240904171126653 Main.main()	INFO:  (27 caracteres) : autor del Roman de la Rose,
240904171126653 Main.main()	INFO:  (44 caracteres) : parecía estar en una revolución tan completa
240904171126654 Main.main()	INFO:  (45 caracteres) : como si los hugonotes hubieran venido a hacer
240904171126654 Main.main()	INFO:  (61 caracteres) : de ella una segunda Rochelle. Muchos burgueses, al ver huir a
240904171126655 Main.main()	INFO:  (15 caracteres) : las mujeres por
240904171126655 Main.main()	INFO:  (15 caracteres) : la calle Mayor,
240904171126655 Main.main()	INFO:  (31 caracteres) : al oír gritar a los niños en el
240904171126656 Main.main()	INFO:  (9 caracteres) : umbral de
240904171126656 Main.main()	INFO:  (27 caracteres) : las puertas, se apresuraban
240904171126656 Main.main()	INFO:  (46 caracteres) : a endosarse la coraza y, respaldando su aplomo
240904171126657 Main.main()	INFO:  (13 caracteres) : algo incierto
240904171126657 Main.main()	INFO:  (53 caracteres) : con un mosquete o una partesana, se dirigían hacia la
240904171126657 Main.main()	INFO:  (40 caracteres) : hostería del Franc Meunier, ante la cual
240904171126658 Main.main()	INFO:  (41 caracteres) : bullía, creciendo de minuto en minuto, un
240904171126658 Main.main()	INFO:  (25 caracteres) : grupo compacto, ruidoso y
240904171126659 Main.main()	INFO:  (51 caracteres) : lleno de curiosidad. En ese tiempo los pánicos eran
240904171126659 Main.main()	INFO:  (50 caracteres) : frecuentes, y pocos días pasaban sin que una aldea
240904171126660 Main.main()	INFO:  (17 caracteres) : a otra registrara
240904171126660 Main.main()	INFO:  (36 caracteres) : en sus archivos algún acontecimiento
240904171126661 Main.main()	INFO:  (6 caracteres) : de ese
240904171126661 Main.main()	INFO:  (31 caracteres) : género. Estaban los señores que
240904171126662 Main.main()	INFO:  (47 caracteres) : guerreaban entre sí; estaba el rey que hacía la
240904171126662 Main.main()	INFO:  (57 caracteres) : guerra al cardenal; estaba el Español que hacía la guerra
240904171126663 Main.main()	INFO:  (30 caracteres) : al rey. Luego, además de estas
240904171126663 Main.main()	INFO:  (69 caracteres) : guerras sordas o públicas, secretas o patentes, estaban los ladrones,
240904171126663 Main.main()	INFO:  (38 caracteres) : los mendigos, los hugonotes, los lobos
240904171126664 Main.main()	INFO:  (51 caracteres) : y los lacayos que hacían la guerra a todo el mundo.
240904171126664 Main.main()	INFO:  (32 caracteres) : Los burgueses se armaban siempre
240904171126664 Main.main()	INFO:  (73 caracteres) : contra los ladrones, contra los lobos, contra los lacayos, con frecuencia
240904171126665 Main.main()	INFO:  (35 caracteres) : contra los señores y los hugonotes,
240904171126665 Main.main()	INFO:  (58 caracteres) : algunas veces contra el rey, pero nunca contra el cardenal
240904171126665 Main.main()	INFO:  (36 caracteres) : ni contra el Español. De este hábito
240904171126666 Main.main()	INFO:  (58 caracteres) : adquirido resulta, pues, que el susodicho primer lunes del
240904171126666 Main.main()	INFO:  (15 caracteres) : mes de abril de
240904171126667 Main.main()	INFO:  (30 caracteres) : 1625, los burgueses, al oír el
240904171126667 Main.main()	INFO:  (9 caracteres) : barullo y
240904171126667 Main.main()	INFO:  (50 caracteres) : no ver ni el banderín amarillo y rojo ni la librea
240904171126668 Main.main()	INFO:  (48 caracteres) : del duque de Richelieu, se precipitaron hacia la
240904171126668 Main.main()	INFO:  (27 caracteres) : hostería del Franc Meunier.
240904171126669 Main.main()	INFO: MODA de longitud de palabras Los mosqueteros: 15
