240904170006620 Main.main()	INFO: Textos de Don Quijote: 
240904170006659 Main.main()	INFO:  (45 caracteres) : lacayos que hacían la guerra a todo el mundo.
240904170006660 Main.main()	INFO:  (43 caracteres) : Los burgueses se armaban siempre contra los
240904170006660 Main.main()	INFO:  (27 caracteres) : ladrones, contra los lobos,
240904170006660 Main.main()	INFO:  (53 caracteres) : contra los lacayos, con frecuencia contra los señores
240904170006661 Main.main()	INFO:  (40 caracteres) : y los hugonotes, algunas veces contra el
240904170006661 Main.main()	INFO:  (25 caracteres) : rey, pero nunca contra el
240904170006662 Main.main()	INFO:  (21 caracteres) : cardenal ni contra el
240904170006662 Main.main()	INFO:  (42 caracteres) : Español. De este hábito adquirido resulta,
240904170006662 Main.main()	INFO:  (46 caracteres) : pues, que el susodicho primer lunes del mes de
240904170006663 Main.main()	INFO:  (29 caracteres) : abril de 1625, los burgueses,
240904170006663 Main.main()	INFO:  (19 caracteres) : al oír el barullo y
240904170006663 Main.main()	INFO:  (6 caracteres) : no ver
240904170006664 Main.main()	INFO:  (33 caracteres) : ni el banderín amarillo y rojo ni
240904170006664 Main.main()	INFO:  (13 caracteres) : la librea del
240904170006664 Main.main()	INFO:  (22 caracteres) : duque de Richelieu, se
240904170006665 Main.main()	INFO:  (49 caracteres) : precipitaron hacia la hostería del Franc Meunier.
240904170006665 Main.main()	INFO: MODA de longitud de palabras: 63
